Day,Date High,High,Date Low,Low,Closing,Trades,Shares,Turnover,Last Traded,Days Traded
3/15/2011,15-Mar-11,81.8,15-Mar-11,80,80,18,11600,934010,15-Mar-11,1
3/16/2011,16-Mar-11,84.9,16-Mar-11,80,82.9,12,4600,373550,16-Mar-11,1
3/17/2011,17-Mar-11,84,17-Mar-11,81.8,82.7,8,2500,207310,17-Mar-11,1
3/18/2011,18-Mar-11,82.8,18-Mar-11,81.8,82.8,11,2800,230280,18-Mar-11,1
3/21/2011,21-Mar-11,83,21-Mar-11,82.2,82.2,3,400,32960,21-Mar-11,1
3/22/2011,22-Mar-11,83,22-Mar-11,83,83,10,2600,215800,22-Mar-11,1
3/23/2011,23-Mar-11,88,23-Mar-11,83,85,19,4400,378510,23-Mar-11,1
3/24/2011,24-Mar-11,86.8,24-Mar-11,85,85.8,26,78800,6753980,24-Mar-11,1
3/25/2011,25-Mar-11,87.5,25-Mar-11,85.2,85.5,23,12700,1088730,25-Mar-11,1
3/28/2011,28-Mar-11,86.4,28-Mar-11,84.5,86.3,16,4700,404700,28-Mar-11,1
3/29/2011,29-Mar-11,88,29-Mar-11,86.1,87.8,40,18500,1605240,29-Mar-11,1
3/30/2011,30-Mar-11,82,30-Mar-11,75.2,79.4,65,31900,2560680,30-Mar-11,1
3/31/2011,31-Mar-11,80,31-Mar-11,78,80,16,11500,901400,31-Mar-11,1
4/1/2011,1-Apr-11,81.5,1-Apr-11,80,81.1,14,16700,1353220,1-Apr-11,1
4/4/2011,4-Apr-11,82,4-Apr-11,81.4,82,15,18300,1496940,4-Apr-11,1
4/5/2011,5-Apr-11,84.9,5-Apr-11,82,83.6,20,24600,2044650,5-Apr-11,1
4/6/2011,6-Apr-11,85,6-Apr-11,81,82,20,2600,213700,6-Apr-11,1
4/7/2011,7-Apr-11,83.5,7-Apr-11,81,82.8,20,11700,957850,7-Apr-11,1
4/8/2011,8-Apr-11,83,8-Apr-11,80.1,81.5,21,5700,464380,8-Apr-11,1
4/11/2011,11-Apr-11,82.8,11-Apr-11,80,81.8,36,18500,1509780,11-Apr-11,1
4/12/2011,12-Apr-11,79.9,12-Apr-11,77,78.5,61,30700,2396020,12-Apr-11,1
4/18/2011,18-Apr-11,79,18-Apr-11,78.9,78.9,2,200,15790,18-Apr-11,1
4/19/2011,19-Apr-11,78.5,19-Apr-11,76.8,76.8,12,2400,184700,19-Apr-11,1
4/20/2011,20-Apr-11,75.2,20-Apr-11,74,74.4,10,7400,550940,20-Apr-11,1
4/21/2011,21-Apr-11,74.9,21-Apr-11,74,74,6,1100,81750,21-Apr-11,1
4/25/2011,25-Apr-11,74.3,25-Apr-11,67.9,69.2,48,16200,1131330,25-Apr-11,1
4/26/2011,26-Apr-11,69.1,26-Apr-11,67,68.4,15,5900,401510,26-Apr-11,1
4/27/2011,27-Apr-11,69,27-Apr-11,67,67.2,41,19800,1348500,27-Apr-11,1
4/28/2011,28-Apr-11,69.8,28-Apr-11,65.1,67.3,36,10100,674840,28-Apr-11,1
4/29/2011,29-Apr-11,68.6,29-Apr-11,66.5,67.5,16,7400,498010,29-Apr-11,1
5/3/2011,3-May-11,67,3-May-11,65.1,66.8,18,5800,382840,3-May-11,1
5/4/2011,4-May-11,67,4-May-11,65,65,16,6800,447510,4-May-11,1
5/5/2011,5-May-11,69.2,5-May-11,66,68.6,23,12700,865090,5-May-11,1
5/6/2011,6-May-11,72.4,6-May-11,67.2,67.9,21,6200,426160,6-May-11,1
5/9/2011,9-May-11,71.9,9-May-11,67,70,3,300,20890,9-May-11,1
5/10/2011,10-May-11,70,10-May-11,68,68,3,1500,102600,10-May-11,1
5/11/2011,11-May-11,69.3,11-May-11,66.2,66.7,6,2800,186490,11-May-11,1
5/12/2011,12-May-11,69.2,12-May-11,67.5,69,6,1200,81990,12-May-11,1
5/13/2011,13-May-11,69,13-May-11,66,68.3,7,1300,88750,13-May-11,1
5/16/2011,16-May-11,68,16-May-11,67,68,2,1900,128200,16-May-11,1
5/19/2011,19-May-11,69,19-May-11,66,66.6,16,9500,635100,19-May-11,1
5/20/2011,20-May-11,68.9,20-May-11,66.5,68.8,12,2900,194410,20-May-11,1
5/23/2011,23-May-11,69.8,23-May-11,66.6,68.6,20,8300,569050,23-May-11,1
5/24/2011,24-May-11,68.8,24-May-11,68,68.5,11,4900,335640,24-May-11,1
5/25/2011,25-May-11,68.8,25-May-11,66.5,68.6,18,6800,462630,25-May-11,1
5/26/2011,26-May-11,70,26-May-11,68.5,68.9,25,10900,760510,26-May-11,1
5/27/2011,27-May-11,70,27-May-11,69,69,10,8100,564160,27-May-11,1
5/30/2011,30-May-11,68.5,30-May-11,66,67,45,29000,1953630,30-May-11,1
5/31/2011,31-May-11,67,31-May-11,65.4,65.7,17,8300,551640,31-May-11,1
6/1/2011,1-Jun-11,65.6,1-Jun-11,65,65,25,21600,1409900,1-Jun-11,1
6/2/2011,2-Jun-11,66,2-Jun-11,64,65.3,27,9500,615540,2-Jun-11,1
6/3/2011,3-Jun-11,65.5,3-Jun-11,65.1,65.1,17,14200,928330,3-Jun-11,1
6/6/2011,6-Jun-11,65.2,6-Jun-11,65,65.2,14,15100,984000,6-Jun-11,1
6/7/2011,7-Jun-11,65.5,7-Jun-11,65,65.4,18,16600,1082580,7-Jun-11,1
6/8/2011,8-Jun-11,66.5,8-Jun-11,65.5,66.1,12,10400,682800,8-Jun-11,1
6/9/2011,9-Jun-11,67,9-Jun-11,65.6,65.7,15,7300,481990,9-Jun-11,1
6/10/2011,10-Jun-11,66,10-Jun-11,65.5,65.5,21,28800,1893170,10-Jun-11,1
6/13/2011,13-Jun-11,65.5,13-Jun-11,65,65,17,7000,456920,13-Jun-11,1
6/14/2011,14-Jun-11,64,14-Jun-11,64,64,2,2300,147200,14-Jun-11,1
6/16/2011,16-Jun-11,65.9,16-Jun-11,62.7,63.6,7,3800,243100,16-Jun-11,1
6/17/2011,17-Jun-11,62.6,17-Jun-11,62.5,62.6,2,600,37550,17-Jun-11,1
6/20/2011,20-Jun-11,63.9,20-Jun-11,61.2,63.3,8,1700,106400,20-Jun-11,1
6/21/2011,21-Jun-11,63,21-Jun-11,63,63,1,100,6300,21-Jun-11,1
6/22/2011,22-Jun-11,63,22-Jun-11,61.1,61.2,8,1000,61830,22-Jun-11,1
6/23/2011,23-Jun-11,63,23-Jun-11,61,61.3,6,6500,398270,23-Jun-11,1
6/24/2011,24-Jun-11,63,24-Jun-11,61,61,9,2200,136050,24-Jun-11,1
6/27/2011,27-Jun-11,61,27-Jun-11,61,61,1,800,48800,27-Jun-11,1
6/28/2011,28-Jun-11,63,28-Jun-11,63,63,1,500,31500,28-Jun-11,1
6/29/2011,29-Jun-11,61,29-Jun-11,60.1,60.2,3,400,24170,29-Jun-11,1
7/1/2011,1-Jul-11,63,1-Jul-11,62,62.3,4,400,24900,1-Jul-11,1
7/4/2011,4-Jul-11,61.5,4-Jul-11,60.5,60.5,5,9100,558350,4-Jul-11,1
7/5/2011,5-Jul-11,61,5-Jul-11,60.1,60.4,17,11800,712670,5-Jul-11,1
7/6/2011,6-Jul-11,61,6-Jul-11,60.1,60.6,12,8000,483240,6-Jul-11,1
7/7/2011,7-Jul-11,60.3,7-Jul-11,60.2,60.3,2,500,30120,7-Jul-11,1
7/8/2011,8-Jul-11,60.2,8-Jul-11,59.5,59.8,18,5600,336020,8-Jul-11,1
7/11/2011,11-Jul-11,59.1,11-Jul-11,57.7,58,15,5200,303770,11-Jul-11,1
7/12/2011,12-Jul-11,57.9,12-Jul-11,51,53,8,6400,339860,12-Jul-11,1
7/13/2011,13-Jul-11,54.6,13-Jul-11,54.5,54.6,3,300,16360,13-Jul-11,1
7/15/2011,15-Jul-11,57,15-Jul-11,54.1,57,4,1000,55610,15-Jul-11,1
7/18/2011,18-Jul-11,57.5,18-Jul-11,57.2,57.4,8,2500,143550,18-Jul-11,1
7/19/2011,19-Jul-11,57.6,19-Jul-11,56,56,15,12500,702740,19-Jul-11,1
7/20/2011,20-Jul-11,56,20-Jul-11,56,56,4,600,33600,20-Jul-11,1
7/21/2011,21-Jul-11,56,21-Jul-11,55.1,55.9,7,3500,194920,21-Jul-11,1
7/22/2011,22-Jul-11,57.4,22-Jul-11,55,57.4,9,10800,596400,22-Jul-11,1
7/25/2011,25-Jul-11,57.5,25-Jul-11,55,56.4,13,6200,352370,25-Jul-11,1
7/26/2011,26-Jul-11,58,26-Jul-11,55,58,15,38000,2186350,26-Jul-11,1
7/27/2011,27-Jul-11,59.5,27-Jul-11,56,57.4,7,2500,143690,27-Jul-11,1
7/28/2011,28-Jul-11,63,28-Jul-11,59.3,61.6,25,8600,520040,28-Jul-11,1
7/29/2011,29-Jul-11,67.4,29-Jul-11,63.8,65,38,37500,2483690,29-Jul-11,1
8/1/2011,1-Aug-11,65,1-Aug-11,60,64,4,1400,89600,1-Aug-11,1
8/2/2011,2-Aug-11,61,2-Aug-11,59,60.8,5,2700,164200,2-Aug-11,1
8/3/2011,3-Aug-11,60,3-Aug-11,60,60,3,400,24000,3-Aug-11,1
8/4/2011,4-Aug-11,63,4-Aug-11,60,62.9,13,20800,1294010,4-Aug-11,1
8/5/2011,5-Aug-11,58.3,5-Aug-11,58.3,58.3,1,500,29150,5-Aug-11,1
8/8/2011,8-Aug-11,60,8-Aug-11,58,60,3,1400,83790,8-Aug-11,1
8/9/2011,9-Aug-11,60,9-Aug-11,58.5,58.5,3,10600,630550,9-Aug-11,1
8/10/2011,10-Aug-11,61.5,10-Aug-11,58.5,60,7,2600,157350,10-Aug-11,1
8/12/2011,12-Aug-11,64,12-Aug-11,57,63.9,25,12200,724570,12-Aug-11,1
8/15/2011,15-Aug-11,65,15-Aug-11,60.1,64.7,16,8100,523420,15-Aug-11,1
8/16/2011,16-Aug-11,66,16-Aug-11,61,65.8,16,9400,612390,16-Aug-11,1
8/17/2011,17-Aug-11,67.5,17-Aug-11,62.3,66.1,20,15700,1023320,17-Aug-11,1
8/18/2011,18-Aug-11,62.7,18-Aug-11,62.7,62.7,1,100,6270,18-Aug-11,1
8/22/2011,22-Aug-11,64,22-Aug-11,62.3,64,3,400,25260,22-Aug-11,1
8/23/2011,23-Aug-11,63,23-Aug-11,62,62.7,7,3700,230870,23-Aug-11,1
8/24/2011,24-Aug-11,62.5,24-Aug-11,62,62,4,1300,80650,24-Aug-11,1
8/25/2011,25-Aug-11,63,25-Aug-11,61,61,5,8300,521100,25-Aug-11,1
8/26/2011,26-Aug-11,65,26-Aug-11,60.5,65,8,83400,5419810,26-Aug-11,1
8/29/2011,29-Aug-11,62,29-Aug-11,62,62,2,500,31000,29-Aug-11,1
8/30/2011,30-Aug-11,62,30-Aug-11,60.1,62,9,3200,192770,30-Aug-11,1
9/1/2011,1-Sep-11,63.5,1-Sep-11,61,61.2,6,1600,97850,1-Sep-11,1
9/2/2011,2-Sep-11,63.5,2-Sep-11,60.7,60.7,2,1000,62100,2-Sep-11,1
9/5/2011,5-Sep-11,60.9,5-Sep-11,60.5,60.8,10,5900,358620,5-Sep-11,1
9/6/2011,6-Sep-11,62.8,6-Sep-11,60.6,60.7,7,215200,13083860,6-Sep-11,1
9/7/2011,7-Sep-11,62,7-Sep-11,60.2,61.9,6,3500,216070,7-Sep-11,1
9/8/2011,8-Sep-11,60.4,8-Sep-11,60.4,60.4,1,100,6040,8-Sep-11,1
9/9/2011,9-Sep-11,60.6,9-Sep-11,60.3,60.3,13,4700,283870,9-Sep-11,1
9/12/2011,12-Sep-11,61.4,12-Sep-11,60.2,61.1,9,10800,657120,12-Sep-11,1
9/13/2011,13-Sep-11,60.4,13-Sep-11,60.4,60.4,2,200,12080,13-Sep-11,1
9/14/2011,14-Sep-11,61.5,14-Sep-11,60,61.5,16,13900,836160,14-Sep-11,1
9/15/2011,15-Sep-11,61.5,15-Sep-11,61.5,61.5,1,300,18450,15-Sep-11,1
9/16/2011,16-Sep-11,59.1,16-Sep-11,59,59.1,2,600,35410,16-Sep-11,1
9/20/2011,20-Sep-11,59.1,20-Sep-11,58,58,8,7400,434010,20-Sep-11,1
9/21/2011,21-Sep-11,60.9,21-Sep-11,60.9,60.9,1,600,36540,21-Sep-11,1
9/23/2011,23-Sep-11,58.1,23-Sep-11,58,58,13,5600,324930,23-Sep-11,1
9/26/2011,26-Sep-11,57.5,26-Sep-11,57.5,57.5,1,100,5750,26-Sep-11,1
9/27/2011,27-Sep-11,59,27-Sep-11,58.5,58.5,7,67700,3993760,27-Sep-11,1
9/28/2011,28-Sep-11,60.9,28-Sep-11,59,59.1,4,3200,189180,28-Sep-11,1
9/29/2011,29-Sep-11,61,29-Sep-11,58,61,3,2500,147400,29-Sep-11,1
9/30/2011,30-Sep-11,63.9,30-Sep-11,60,61.5,8,3700,227520,30-Sep-11,1
10/3/2011,3-Oct-11,63,3-Oct-11,59.2,62.8,7,3400,213120,3-Oct-11,1
10/5/2011,5-Oct-11,60.5,5-Oct-11,59.7,59.7,2,200,12020,5-Oct-11,1
10/6/2011,6-Oct-11,60,6-Oct-11,58.5,58.9,11,3800,225310,6-Oct-11,1
10/7/2011,7-Oct-11,58.5,7-Oct-11,58.5,58.5,1,1700,99450,7-Oct-11,1
10/10/2011,10-Oct-11,58,10-Oct-11,58,58,1,500,29000,10-Oct-11,1
10/12/2011,12-Oct-11,57.6,12-Oct-11,56.5,57.3,5,800,45830,12-Oct-11,1
10/13/2011,13-Oct-11,56.6,13-Oct-11,56.5,56.6,5,2200,124450,13-Oct-11,1
10/14/2011,14-Oct-11,56.5,14-Oct-11,55.6,56.5,8,5300,298280,14-Oct-11,1
10/17/2011,17-Oct-11,54.6,17-Oct-11,54.1,54.5,4,3000,163450,17-Oct-11,1
10/18/2011,18-Oct-11,53,18-Oct-11,52.1,52.7,10,2400,126850,18-Oct-11,1
10/19/2011,19-Oct-11,52.3,19-Oct-11,52.3,52.3,1,100,5230,19-Oct-11,1
10/20/2011,20-Oct-11,52.3,20-Oct-11,52.3,52.3,3,600,31380,20-Oct-11,1
10/21/2011,21-Oct-11,54,21-Oct-11,52.2,54,6,6000,313560,21-Oct-11,1
10/24/2011,24-Oct-11,55,24-Oct-11,54,55,7,1600,87500,24-Oct-11,1
10/27/2011,27-Oct-11,53.5,27-Oct-11,53.5,53.5,2,200,10700,27-Oct-11,1
10/28/2011,28-Oct-11,53.5,28-Oct-11,53.2,53.5,5,1700,90740,28-Oct-11,1
10/31/2011,31-Oct-11,56,31-Oct-11,53.2,54.1,2,300,16240,31-Oct-11,1
11/1/2011,1-Nov-11,52.7,1-Nov-11,52.1,52.7,12,47300,2491360,1-Nov-11,1
11/2/2011,2-Nov-11,56,2-Nov-11,52.1,55.4,14,6200,341230,2-Nov-11,1
11/4/2011,4-Nov-11,52.2,4-Nov-11,52.2,52.2,1,500,26100,4-Nov-11,1
11/8/2011,8-Nov-11,54.5,8-Nov-11,50.3,51.7,8,2600,134670,8-Nov-11,1
11/11/2011,11-Nov-11,53,11-Nov-11,53,53,2,500,26500,11-Nov-11,1
11/14/2011,14-Nov-11,53,14-Nov-11,52,52,4,1800,93900,14-Nov-11,1
11/15/2011,15-Nov-11,52,15-Nov-11,50,50.2,5,3800,195200,15-Nov-11,1
11/16/2011,16-Nov-11,47.1,16-Nov-11,47,47.1,2,400,18820,16-Nov-11,1
11/17/2011,17-Nov-11,47,17-Nov-11,47,47,1,200,9400,17-Nov-11,1
11/18/2011,18-Nov-11,53,18-Nov-11,49,49,10,12300,639380,18-Nov-11,1
11/21/2011,21-Nov-11,51,21-Nov-11,50,50,2,200,10100,21-Nov-11,1
11/23/2011,23-Nov-11,50,23-Nov-11,50,50,2,1300,65000,23-Nov-11,1
11/24/2011,24-Nov-11,49,24-Nov-11,45,45.6,5,2200,100400,24-Nov-11,1
11/25/2011,25-Nov-11,49.9,25-Nov-11,42.5,49.9,4,3000,130740,25-Nov-11,1
11/28/2011,28-Nov-11,51,28-Nov-11,48,50.1,6,1700,84720,28-Nov-11,1
11/29/2011,29-Nov-11,52,29-Nov-11,50,51.6,5,1500,77400,29-Nov-11,1
11/30/2011,30-Nov-11,53.7,30-Nov-11,53,53,2,200,10670,30-Nov-11,1
12/1/2011,1-Dec-11,53.7,1-Dec-11,53.7,53.7,1,100,5370,1-Dec-11,1
12/2/2011,2-Dec-11,56.7,2-Dec-11,50.1,54.5,10,5200,284980,2-Dec-11,1
12/6/2011,6-Dec-11,54.4,6-Dec-11,54.4,54.4,5,1500,81600,6-Dec-11,1
12/7/2011,7-Dec-11,51.5,7-Dec-11,51.2,51.5,2,1100,56590,7-Dec-11,1
12/8/2011,8-Dec-11,51.7,8-Dec-11,50,50.3,8,3400,171500,8-Dec-11,1
12/9/2011,9-Dec-11,50.7,9-Dec-11,49.5,49.5,7,4100,203730,9-Dec-11,1
12/12/2011,12-Dec-11,49.5,12-Dec-11,49.5,49.5,1,4000,198000,12-Dec-11,1
12/13/2011,13-Dec-11,50.8,13-Dec-11,47.5,49.2,2,400,19660,13-Dec-11,1
12/14/2011,14-Dec-11,49.9,14-Dec-11,48.1,48.1,3,1200,59000,14-Dec-11,1
12/16/2011,16-Dec-11,48.5,16-Dec-11,48.5,48.5,2,900,43650,16-Dec-11,1
12/19/2011,19-Dec-11,48.5,19-Dec-11,48.2,48.2,4,1400,67540,19-Dec-11,1
12/20/2011,20-Dec-11,48.5,20-Dec-11,48.5,48.5,1,100,4850,20-Dec-11,1
12/21/2011,21-Dec-11,50,21-Dec-11,50,50,6,1500,75000,21-Dec-11,1
12/22/2011,22-Dec-11,53,22-Dec-11,51,52,3,300,15600,22-Dec-11,1
12/27/2011,27-Dec-11,54,27-Dec-11,53,53,10,11500,614800,27-Dec-11,1
12/28/2011,28-Dec-11,58.5,28-Dec-11,54.4,56.8,8,6400,363170,28-Dec-11,1
12/29/2011,29-Dec-11,58,29-Dec-11,56.9,56.9,2,1600,91150,29-Dec-11,1
12/30/2011,30-Dec-11,57.9,30-Dec-11,52.6,56.9,5,800,45250,30-Dec-11,1
1/3/2012,3-Jan-12,51.4,3-Jan-12,51,51.2,4,900,46060,3-Jan-12,1
1/4/2012,4-Jan-12,56,4-Jan-12,50,53,15,17600,919200,4-Jan-12,1
1/5/2012,5-Jan-12,55.4,5-Jan-12,55.4,55.4,1,100,5540,5-Jan-12,1
1/6/2012,6-Jan-12,54,6-Jan-12,53,53,4,1200,64600,6-Jan-12,1
1/9/2012,9-Jan-12,52.9,9-Jan-12,50.2,50.9,6,1800,91110,9-Jan-12,1
1/10/2012,10-Jan-12,53,10-Jan-12,53,53,1,100,5300,10-Jan-12,1
1/11/2012,11-Jan-12,53,11-Jan-12,50.3,50.9,6,800,41110,11-Jan-12,1
1/12/2012,12-Jan-12,53,12-Jan-12,53,53,1,100,5300,12-Jan-12,1
1/13/2012,13-Jan-12,54.4,13-Jan-12,53,53.2,5,1000,53180,13-Jan-12,1
1/17/2012,17-Jan-12,54.2,17-Jan-12,54.2,54.2,1,100,5420,17-Jan-12,1
1/19/2012,19-Jan-12,52.5,19-Jan-12,48.2,49.5,10,2800,138470,19-Jan-12,1
1/20/2012,20-Jan-12,50,20-Jan-12,49,49,4,3100,152000,20-Jan-12,1
1/23/2012,23-Jan-12,50,23-Jan-12,47,47.1,11,8700,410210,23-Jan-12,1
1/24/2012,24-Jan-12,46,24-Jan-12,42.2,45.8,12,6900,302990,24-Jan-12,1
1/25/2012,25-Jan-12,48.8,25-Jan-12,44,48.8,3,700,31290,25-Jan-12,1
1/26/2012,26-Jan-12,48.7,26-Jan-12,45,45.6,10,6400,292980,26-Jan-12,1
1/27/2012,27-Jan-12,50,27-Jan-12,49,49.5,4,1100,54480,27-Jan-12,1
1/30/2012,30-Jan-12,50.9,30-Jan-12,49.2,50.1,8,10200,511680,30-Jan-12,1
1/31/2012,31-Jan-12,52,31-Jan-12,50,50.4,33,21800,1109100,31-Jan-12,1
2/1/2012,1-Feb-12,51.2,1-Feb-12,50,51.1,3,1200,61080,1-Feb-12,1
2/2/2012,2-Feb-12,51.5,2-Feb-12,50,50.3,9,2900,146470,2-Feb-12,1
2/3/2012,3-Feb-12,54.5,3-Feb-12,49.7,51.9,8,1600,83010,3-Feb-12,1
2/8/2012,8-Feb-12,50.9,8-Feb-12,49,49.6,6,2100,105400,8-Feb-12,1
2/9/2012,9-Feb-12,49.5,9-Feb-12,48.5,48.5,8,7700,376670,9-Feb-12,1
2/13/2012,13-Feb-12,48,13-Feb-12,45.2,45.3,12,7600,352770,13-Feb-12,1
2/14/2012,14-Feb-12,45.5,14-Feb-12,45.2,45.3,8,4700,213180,14-Feb-12,1
2/15/2012,15-Feb-12,48,15-Feb-12,45,45,10,8100,366800,15-Feb-12,1
2/16/2012,16-Feb-12,50,16-Feb-12,45.1,49.2,6,4800,236260,16-Feb-12,1
2/17/2012,17-Feb-12,50.2,17-Feb-12,50,50.2,4,700,35110,17-Feb-12,1
2/22/2012,22-Feb-12,55,22-Feb-12,50,52.2,23,16700,869950,22-Feb-12,1
2/23/2012,23-Feb-12,56,23-Feb-12,53,53,22,36000,1970240,23-Feb-12,1
2/24/2012,24-Feb-12,48,24-Feb-12,46,48,4,381,18286,24-Feb-12,1
2/27/2012,27-Feb-12,48,27-Feb-12,46.3,48,5,435,20486.2,27-Feb-12,1
2/28/2012,28-Feb-12,48,28-Feb-12,46,48,3,5866,278716,28-Feb-12,1
2/29/2012,29-Feb-12,52.3,29-Feb-12,46.3,46.5,5,7450,346265,29-Feb-12,1
3/1/2012,1-Mar-12,52,1-Mar-12,47.1,47.3,7,7395,384086.6,1-Mar-12,1
3/2/2012,2-Mar-12,51.4,2-Mar-12,50,50.3,5,2520,126728,2-Mar-12,1
3/5/2012,5-Mar-12,51,5-Mar-12,48,51,3,1150,58400,5-Mar-12,1
3/8/2012,8-Mar-12,50,8-Mar-12,46.9,47.2,4,8770,429314,8-Mar-12,1
3/9/2012,9-Mar-12,49,9-Mar-12,47.5,47.6,4,400,19170,9-Mar-12,1
3/12/2012,12-Mar-12,46.9,12-Mar-12,46.8,46.8,4,575,26919.7,12-Mar-12,1
3/13/2012,13-Mar-12,47.5,13-Mar-12,46.8,47.5,6,185,8698.8,13-Mar-12,1
3/14/2012,14-Mar-12,46.5,14-Mar-12,46.1,46.5,2,566,26239,14-Mar-12,1
3/15/2012,15-Mar-12,47.5,15-Mar-12,46.5,47.5,3,339,16088.5,15-Mar-12,1
3/16/2012,16-Mar-12,48,16-Mar-12,47.4,47.6,31,8527,405168.5,16-Mar-12,1
3/19/2012,19-Mar-12,48.1,19-Mar-12,48,48.1,4,2106,101088.8,19-Mar-12,1
3/20/2012,20-Mar-12,49.2,20-Mar-12,49.2,49.2,1,2000,98400,20-Mar-12,1
3/21/2012,21-Mar-12,45.4,21-Mar-12,45.4,45.4,1,98,4449.2,21-Mar-12,1
3/22/2012,22-Mar-12,46,22-Mar-12,45,45,12,6258,281840,22-Mar-12,1
3/23/2012,23-Mar-12,48.4,23-Mar-12,41.5,48.4,3,351,14573.4,23-Mar-12,1
3/26/2012,26-Mar-12,49.9,26-Mar-12,48.3,49.8,11,2525,125471.4,26-Mar-12,1
3/27/2012,27-Mar-12,50,27-Mar-12,46,46,2,110,5100,27-Mar-12,1
3/28/2012,28-Mar-12,48,28-Mar-12,47.1,47.1,2,3216,153048.6,28-Mar-12,1
3/29/2012,29-Mar-12,48,29-Mar-12,47.4,47.4,11,5466,261784.2,29-Mar-12,1
3/30/2012,30-Mar-12,47,30-Mar-12,44,45.8,12,4259,195820,30-Mar-12,1
4/2/2012,2-Apr-12,44.3,2-Apr-12,44,44,14,7280,321190,2-Apr-12,1
4/3/2012,3-Apr-12,44,3-Apr-12,44,44,2,400,17600,3-Apr-12,1
4/4/2012,4-Apr-12,44,4-Apr-12,43,43,5,1028,44239,4-Apr-12,1
4/5/2012,5-Apr-12,45.6,5-Apr-12,41.7,44.6,20,10312,461111.8,5-Apr-12,1
4/9/2012,9-Apr-12,42.1,9-Apr-12,41.6,42.1,7,3200,133975,9-Apr-12,1
4/10/2012,10-Apr-12,42.6,10-Apr-12,42.1,42.1,6,4029,171255.3,10-Apr-12,1
4/11/2012,11-Apr-12,44.3,11-Apr-12,42,44.3,5,2833,119214.5,11-Apr-12,1
4/16/2012,16-Apr-12,52,16-Apr-12,44.5,44.8,5,901,40352,16-Apr-12,1
4/17/2012,17-Apr-12,45,17-Apr-12,43,44,9,4603,199544,17-Apr-12,1
4/18/2012,18-Apr-12,47.4,18-Apr-12,44,45.7,8,4564,207878.4,18-Apr-12,1
4/19/2012,19-Apr-12,48,19-Apr-12,45,46.6,5,1100,51264.6,19-Apr-12,1
4/23/2012,23-Apr-12,45.9,23-Apr-12,43.5,43.8,14,6300,277380,23-Apr-12,1
4/24/2012,24-Apr-12,44.2,24-Apr-12,44,44.2,3,1350,59420,24-Apr-12,1
4/25/2012,25-Apr-12,43.6,25-Apr-12,43.6,43.6,7,4533,197638.8,25-Apr-12,1
4/26/2012,26-Apr-12,44,26-Apr-12,43,43.5,10,1802,78017.8,26-Apr-12,1
4/27/2012,27-Apr-12,43.1,27-Apr-12,43,43,3,1200,51650,27-Apr-12,1
4/30/2012,30-Apr-12,43.2,30-Apr-12,41.7,43.2,7,832,34844.4,30-Apr-12,1
5/2/2012,2-May-12,43.5,2-May-12,42.7,43.4,6,766,33118.2,2-May-12,1
5/3/2012,3-May-12,42.7,3-May-12,42.7,42.7,2,434,18531.8,3-May-12,1
5/4/2012,4-May-12,42.2,4-May-12,41.7,41.8,7,1750,73203,4-May-12,1
5/8/2012,8-May-12,43,8-May-12,42.5,42.5,2,1001,43042.5,8-May-12,1
5/9/2012,9-May-12,42,9-May-12,41.8,41.8,4,130,5435,9-May-12,1
5/10/2012,10-May-12,42,10-May-12,39,39,17,2527,100656,10-May-12,1
5/11/2012,11-May-12,40,11-May-12,36.3,40,7,1975,74930.7,11-May-12,1
5/14/2012,14-May-12,40,14-May-12,37,39.7,5,600,23020,14-May-12,1
5/15/2012,15-May-12,40,15-May-12,39,39.7,7,4100,163070,15-May-12,1
5/16/2012,16-May-12,41,16-May-12,39,39.2,7,1958,79083.2,16-May-12,1
5/17/2012,17-May-12,42.5,17-May-12,39.2,42.3,5,1608,66313.6,17-May-12,1
5/18/2012,18-May-12,43.2,18-May-12,43.2,43.2,6,1001,43243.2,18-May-12,1
5/21/2012,21-May-12,42.5,21-May-12,42.5,42.5,1,1,42.5,21-May-12,1
5/22/2012,22-May-12,43.4,22-May-12,40,41.7,3,800,32880,22-May-12,1
5/23/2012,23-May-12,40,23-May-12,39.6,39.6,3,316,12563.6,23-May-12,1
5/24/2012,24-May-12,40,24-May-12,40,40,1,50,2000,24-May-12,1
5/25/2012,25-May-12,41,25-May-12,40,40,3,2534,101394,25-May-12,1
5/28/2012,28-May-12,40.5,28-May-12,39.4,39.6,13,1605,63549.1,28-May-12,1
5/29/2012,29-May-12,38.1,29-May-12,38,38,11,9238,351094,29-May-12,1
5/30/2012,30-May-12,40,30-May-12,38,39,6,5263,207125.5,30-May-12,1
5/31/2012,31-May-12,38.1,31-May-12,38.1,38.1,1,500,19050,31-May-12,1
6/1/2012,1-Jun-12,40,1-Jun-12,40,40,2,2050,82000,1-Jun-12,1
6/5/2012,5-Jun-12,39,5-Jun-12,39,39,3,250,9750,5-Jun-12,1
6/7/2012,7-Jun-12,40,7-Jun-12,39,40,5,3709,146801,7-Jun-12,1
6/8/2012,8-Jun-12,40,8-Jun-12,39.9,39.9,5,1000,39910,8-Jun-12,1
6/11/2012,11-Jun-12,40.1,11-Jun-12,40,40,3,450,18000.1,11-Jun-12,1
6/12/2012,12-Jun-12,40,12-Jun-12,37,38.5,7,661,25141,12-Jun-12,1
